position,coordinates,category,infoTitle,infoEmail
"800 W Campbell Rd., Richardson, TX, 75080","32.9816479, -96.752658",41de4602-4742-4362-9185-8bfb18c4eb44,UT Dallas Eco Hub,sustainability@utdallas.edu
"6723 Eastridge Drive, Dallas, TX, 75231","32.8670279, -96.75075079999999",afb9d952-8c58-405a-9ccc-cc944ec6ad6c,Vickery Meadow Community Garden,
"1738 Gano St, Dallas, TX, 75215","32.772274, -96.78759389999999",41de4602-4742-4362-9185-8bfb18c4eb44,Volgel Alcove ,vconley@vogelalcove.org
"9921 Kirkhaven Dr., Dallas, TX, 75238","32.883773, -96.7077903",41de4602-4742-4362-9185-8bfb18c4eb44,Wallace Elementary (RISD),
"3837 Simpson Stuart Road, Dallas, TX, 75241","32.6789702, -96.7558858",5d986013-f56f-416f-bd10-3f083e69e302,We Over Me Farm @ Paul Quinn College,jhunter@pqc.edu
"3603 Winnetka Ave., Dallas, TX, 75212","32.7868229, -96.8400218",afb9d952-8c58-405a-9ccc-cc944ec6ad6c,West Dallas Community Garden Project - Rosa's Garden - Vecinos Unidos Inc.,
"2828 Fish Trap Rd, Dallas, TX, 75212","32.77732, -96.86062290000001",afb9d952-8c58-405a-9ccc-cc944ec6ad6c,West Dallas Multipurpose Center Community Garden,ashleyhutto@me.com
"1300 Sarah Brooks Dr., Keller, TX, 76248","32.9107807, -97.2175513",afb9d952-8c58-405a-9ccc-cc944ec6ad6c,Westwind Church Community Garden,heather.foote@gmail.com
"517 N. Peak St., Dallas, TX, 75046","32.7931326, -96.7731529",afb9d952-8c58-405a-9ccc-cc944ec6ad6c,Worth Street Community Garden ,margaret.c.barrett@gmail.com
"2040 Pecan Creek Dr., Mesquite, TX, 75181","32.7316509, -96.53629090000001",5d986013-f56f-416f-bd10-3f083e69e302,Wynn's Garden,dirdura@yahoo.com
"1043 Waterford Drive, Dallas, TX, 75218","32.8397025, -96.70423029999999",3390fdb9-975b-49e3-9f32-c164ad8b9e22,The York Street Project,nell@studionell.com
"13900 Esperanza Rd., Dallas, TX, 75240","32.9373906, -96.7597711",41de4602-4742-4362-9185-8bfb18c4eb44,Carolyn Bukhair Elementary,rachel.lewis@risd.org
"2001 Deer Path Dr., Dallas, TX, 75216","32.7111422, -96.7953321",41de4602-4742-4362-9185-8bfb18c4eb44,John Neely Bryan Elementary,ssavage@dallasisd.org
"1510 Rogers Ave., Lancaster, TX, 75134","32.6091182, -96.7771935",a9e8a2fb-c031-484b-8f99-93b1c1debe3b,DeLoach Urban Agricultural Center,admin@fawccas.com
"2914 Cummings Street, Dallas, TX, 75216","32.6981392, -96.77305790000001",41de4602-4742-4362-9185-8bfb18c4eb44,Ellisha M. Pease Elementary School,
"1313 Ferndale, Dallas, Texas 75224","32.7262896, -96.84413359999999",5d986013-f56f-416f-bd10-3f083e69e302,Elmwood Farm,
"1504 E. Campbell Rd., Richardson, Texas 75081 ","32.974025, -96.6961446",afb9d952-8c58-405a-9ccc-cc944ec6ad6c,Project Eden Community Garden,
"1105 N. Waterview Drive, Richardson, Texas 75080","32.9631156, -96.75638330000001",afb9d952-8c58-405a-9ccc-cc944ec6ad6c,Creekside Community Garden,
"3400 E. Renner Rd., Richardson, Texas 75081","32.995913, -96.65704679999999",afb9d952-8c58-405a-9ccc-cc944ec6ad6c,Woodcreek Church Commmunity Garden,
"2378 E. Ledbetter Dr., Dallas, TX, 75216","32.6889818, -96.78242329999999",a9e8a2fb-c031-484b-8f99-93b1c1debe3b,A Special Blend,tullahasseeokla@yahoo.com
"3610 Dunbar Street, Dallas, Texas 76215 ","32.7674262, -96.75995929999999",afb9d952-8c58-405a-9ccc-cc944ec6ad6c,Wyatt-Shockley Community Garden,
"1641 W. Hebron Parkway, Carrollton, TX, 75060","33.0230251, -96.939826",afb9d952-8c58-405a-9ccc-cc944ec6ad6c,Horizon Community Garden @ Horizon Unitarian Universalist Church,communitygarden@horizonuu.org
"2201 Ingersoll Street, Dallas, TX 75212","32.7697379, -96.9043181",afb9d952-8c58-405a-9ccc-cc944ec6ad6c,Eagle Ford Community Garden,howell.claire.e@gmail.com
"1307 Edgemont Street, Dallas, Texas 75216","32.7298851, -96.8052165",afb9d952-8c58-405a-9ccc-cc944ec6ad6c,Edgemont Community Garden,plesmm4@gmail.com
"4711 Westside Dr., Dallas, TX 75209","32.8296645, -96.8198178",41de4602-4742-4362-9185-8bfb18c4eb44,SEED Preschool Garden,
"9202 Elam Rd., Dallas, TX 75217","32.7180079, -96.66254959999999",afb9d952-8c58-405a-9ccc-cc944ec6ad6c,Parkland FARM @ Southeast Dallas Health Center,
"642 Brookhurst Drive, Dallas, TX 75218","32.8504778, -96.7081795",afb9d952-8c58-405a-9ccc-cc944ec6ad6c,Old Lake Highlands Community  Garden,brodriguez@watermark.org
"2510 E. Ledbetter Drive, Dallas, TX 75216","32.6906039, -96.7789291",afb9d952-8c58-405a-9ccc-cc944ec6ad6c,Carver Heights Community Garden at Carver Heights Baptist Church,
"411 N. Town East Blvd., Mesquite, TX 75150","32.8145637, -96.6014486",afb9d952-8c58-405a-9ccc-cc944ec6ad6c,Jody Davis Seeds of Faith Community Garden,jdsofcg@mail.com
"521 E. Danieldale Rd., Duncanville, TX 75137","32.633937, -96.8955639",afb9d952-8c58-405a-9ccc-cc944ec6ad6c,Divinekinship Community Garden,jessef@divinekinship.org
"2828 Carpenter Avenue, Dallas, TX 75215","32.7589907, -96.7543547",afb9d952-8c58-405a-9ccc-cc944ec6ad6c,Greater Garth Chapel & Friends Community Garden Project,
"1416 N. Fitzhugh Avenue, Dallas, TX 75223","32.8045388, -96.7741799",97d6907d-b8ba-473d-9c4a-a4834c9da7f0,East Dallas Community & Market Garden,grower@flash.net
"302 W. Palestine Street, Hutchins, TX 75141","32.646663, -96.7139157",afb9d952-8c58-405a-9ccc-cc944ec6ad6c,The  PATH Organic Community Garden and Gathering Place,info@cynthiamickensministries.org
"322 Valley Cove Drive, Garland, TX 75043","32.8653761, -96.6323096",a9e8a2fb-c031-484b-8f99-93b1c1debe3b,Valley Cove Abundance,ben@mortgagemission.org
"1518 E. Frankford Rd., Carrollton, TX 75007","32.9982395, -96.90412889999999",afb9d952-8c58-405a-9ccc-cc944ec6ad6c,Harvest Community Garden,
"501 Custer Road, Richardson, TX 75080","32.9554714, -96.7351844",3390fdb9-975b-49e3-9f32-c164ad8b9e22,FUMCR Garden Ministry,karenbowman55@gmail.com
"1 Longhorn Blvd., Cedar Hill, TX 75104","32.581083, -96.950183",41de4602-4742-4362-9185-8bfb18c4eb44,Cedar Hill High School Greenhouse,holly.brookman@chisd.net
"1451 John West Rd., Dallas, TX 75228","32.8076164, -96.6928087",5d986013-f56f-416f-bd10-3f083e69e302,Owenwood Farm,
