Name,Address,Latitude,Longitude,Website,Google Categories,Place ID,Status
T'Lee's Bees,"3820 Country Vista Dr, Burleson, TX 76028, USA",32.5492289,-97.2513589,Not listed,"establishment, point_of_interest",ChIJOXxDLsxnToYRP7t0Ohg8Fuo,Pending Review
Texas Honey Farms,"105 Margaret St, Fate, TX 75189, USA",32.9305438,-96.36630009999999,https://texashoneyfarms.com/,"establishment, point_of_interest",ChIJNdOjoYz_S4YRvRIIB11IFGQ,Pending Review
Beauty and the Bee,"1776 Co Rd 4781, Boyd, TX 76023, USA",33.005041,-97.584947,https://beautyandthebeeinboyd.wordpress.com/,"establishment, point_of_interest",ChIJBXDwyFblTYYR5XOClf-S7j0,Pending Review
Sunnyvale Honey Producers,"235 Barnes Bridge Rd, Sunnyvale, TX 75182, USA",32.826936,-96.5843064,http://sunnyvalehoney.com/,"establishment, point_of_interest",ChIJe8vaZRumToYRo1I03WEP98g,Pending Review
Honey Bee Rescue,"4535 Allencrest Ln, Dallas, TX 75244, USA",32.9112546,-96.8298506,https://www.thebeerescue.com/,"establishment, point_of_interest",ChIJU8FjmHshTIYRWp-ny76wfcY,Pending Review
RTX honeybees,"941 Sugarberry Dr, Coppell, TX 75019, USA",32.9686448,-96.96313119999999,https://rtxhoneybees.com/,"establishment, point_of_interest",ChIJS0mz5lEpTIYRXCnWjqrptIo,Pending Review
Sabine Creek Honey Farm,"22326 Co Rd 638, Royse City, TX 75189, USA",33.0393323,-96.3168767,http://www.sabinecreekhoney.com/,"establishment, point_of_interest",ChIJFxFC2tv7S4YRtH3d5U6seLY,Pending Review
Texas Bee Ranch,"935 Co Rd 307, Gainesville, TX 76240, USA",33.585362,-97.19677019999999,http://www.texasbeeranch.com/,"establishment, point_of_interest",ChIJp534xf_1YYgRW3Pud86Koas,Pending Review
Honey Apple Farm,"128 W Dallas St, Canton, TX 75103, USA",32.5567942,-95.86368569999999,https://honeyapplefarm.com/,"bar, establishment, point_of_interest, store",ChIJKWXNjeOnSYYRkOiBIMfE6SQ,Pending Review
Nature's Nectar Raw Honey,"1454 Co Rd 4680, Boyd, TX 76023, USA",33.0634313,-97.62387679999999,http://naturesnectarrawhoney.com/contact/,"establishment, point_of_interest",ChIJV4Bo0y_wTYYRDUkckonZwFo,Pending Review
Lazy SO Bees,"4817 Tremont St, Dallas, TX 75246, USA",32.7973206,-96.76780959999999,Not listed,"establishment, point_of_interest",ChIJa08qrP3AGU4RiacbAAU7FjQ,Pending Review
Hachie Honey,"207 Rock Springs Dr, Waxahachie, TX 75165, USA",32.4222989,-96.81088050000001,https://hachiehoney.com/,"establishment, point_of_interest",ChIJr_kFtGjpToYRl_Rxx2yk4hk,Pending Review
Texas Fungus,"3201 E Pioneer Pkwy #9, Arlington, TX 76010, USA",32.7129929,-97.050117,http://www.texasfungus.com/,"establishment, point_of_interest",ChIJkSAcMuF9ToYRN8tQ0GG3sYY,Pending Review
Midnight Mushroom Co.,"5001 FM1187 Ste 250, Burleson, TX 76028, USA",32.5806028,-97.2544954,https://www.midnightmushroomco.com/,"establishment, point_of_interest",ChIJqymgFqFrToYRMq-Bm60IJ2A,Pending Review
Dryad Grove,"231 Rambling Loop, Weatherford, TX 76087, USA",32.7911054,-97.709043,https://www.dryadgrove.farm/,"establishment, point_of_interest",ChIJcWvTaiMBToYRmeacaB89tNY,Pending Review
Mushroom Street Farms,"2929 Elm St, Dallas, TX 75226, USA",32.7853488,-96.7813104,https://mushroom.st/,"establishment, food, point_of_interest, store",ChIJybqgRw2ZToYRgbFjMpkX81Y,Pending Review
FNG Mushroom Company LLC,"2433 Co Rd 330, McKinney, TX 75071, USA",33.1985011,-96.5740653,http://fngmushrooms.com/,"establishment, food, point_of_interest",ChIJKdCgQ6QNTIYRXbtju2rP-_w,Pending Review
Thomas Mushroom & Specialty Produce,"1704 Orleans St, Dallas, TX 75226, USA",32.777879,-96.7791074,http://www.thomasmushrooms.com/,"establishment, food, point_of_interest",ChIJydYj7uGYToYR4eno2MA0SDU,Pending Review
Campbell Farms,"632 Campbell Rd, Maypearl, TX 76064, USA",32.3474214,-97.0146085,Not listed,"establishment, point_of_interest",ChIJh_NYQVL3ToYRM3hL0-4QdNo,Pending Review
Enchanted Mushrooms,"1101 Pine St, Llano, TX 78643, USA",30.7471208,-98.6648072,http://enchantedmushrooms.farm/?utm_source=gmb&utm_medium=referral,"establishment, point_of_interest",ChIJk9juKDVPWoYRNSN-3lJ3Qts,Pending Review
"Texas Organic Mushrooms, Ltd","308 S Chandler Ave, Denison, TX 75020, USA",33.7532273,-96.54883559999999,Not listed,"establishment, point_of_interest",ChIJcev9WKaFTIYRuEAQ6wWUZrc,Pending Review
Dallas South Mill Distribution,"1811 S Harwood St, Dallas, TX 75215, USA",32.7731718,-96.7851565,http://southmill.com/,"establishment, point_of_interest",ChIJv4VG6eSYToYRoNGEww-T5bo,Pending Review
Kitchen Pride Mushroom Farms,"1034 Co Rd 348, Gonzales, TX 78629, USA",29.479882,-97.378278,http://www.kitchenpridemushrooms.com/,"establishment, point_of_interest",ChIJ56KMRJMWQ4YR862wPj68txY,Pending Review
Appreciation Mushrooms,"1060 W Campbell Rd, Richardson, TX 75080, USA",32.9788301,-96.7573871,Not listed,"establishment, point_of_interest",ChIJ13NPs_shTIYR1N6zCUbNBQ4,Pending Review
Misty Moon Farms,"1300 Homestead Way, Argyle, TX 76226, USA",33.1068191,-97.23065299999999,https://farmerross.github.io/,"establishment, point_of_interest",ChIJl0NVUQXPTYYRHXwLLw-z2p0,Pending Review
Maggie's Farm,"7654 Retta Mansfield Rd, Mansfield, TX 76063, USA",32.5563,-97.194637,https://www.texasrealfood.com/directory/farms-ranches/maggies-farm/,"establishment, point_of_interest",ChIJ-7RUWzlnToYRO904flY3Oag,Pending Review
"Emory Market Gardens, LLC.","4020 FM 515, Emory, TX 75440, USA",32.8744613,-95.6800433,https://www.emorymarketgardens.com/,"establishment, point_of_interest",ChIJUelJuRWBSYYRCweEff9tCJg,Pending Review
Dubble H Micro Farm,"14732 Cleburne Hwy, Cresson, TX 76035, USA",32.5666953,-97.674841,Not listed,"establishment, point_of_interest",ChIJUR4RPvoZToYRYP4a_z-ttqY,Pending Review
Williams' Ranch,"251 Stallion Dr, Keller, TX 76248, USA",32.898554,-97.2505817,Not listed,"establishment, point_of_interest",ChIJ4T9pLFHXTYYRnYSkZSNvuP4,Pending Review
Smallside Farm,"2700 N Cooper St, Arlington, TX 76006, USA",32.7807696,-97.1144971,http://www.smallsidefarm.com/,"establishment, point_of_interest, travel_agency",ChIJhXP1-N19ToYRTa9AmSSFJ9M,Pending Review
Texas Agrilife Ext Tarrant Co,"200 Taylor St Ste 500, Fort Worth, TX 76102, USA",32.7551998,-97.3353365,https://tarrant-tx.tamu.edu/,"establishment, local_government_office, point_of_interest",ChIJ2ygfz0FxToYR4LvX7Of23Nk,Pending Review
Owenwood Farm & Neighbor Space,"1451 John West Rd, Dallas, TX 75228, USA",32.80732620000001,-96.6929134,http://www.owenwood.org/,"establishment, point_of_interest",ChIJGYwr_tijToYR1wY2UtF-5NI,Pending Review
