Name,Address,Latitude,Longitude,Website,Google Categories,Place ID,Status
Disque's Bees,"10832 State Hwy 205, Lavon, TX 75166, USA",33.0094749,-96.459428,Not listed,"establishment, point_of_interest",ChIJPXAbq3sHTIYR1ZmfI6eYhf8,Pending Review
"Honey Locust Farms, LLC","4571 TX-276, Rockwall, TX 75032, USA",32.9040706,-96.37985259999999,http://www.honeylocustfarms.org/,"clothing_store, establishment, point_of_interest, store",ChIJ-4tvi39VSYYR9k0VRtne_nU,Pending Review
The Bee Supply,"14665 County Rd 633, Blue Ridge, TX 75424, USA",33.3715757,-96.3851613,https://thebeesupply.com/,"establishment, point_of_interest",ChIJ-1hjkJKJS4YRG48dGdT8YxY,Pending Review
Lazy SO Bees,"4817 Tremont St, Dallas, TX 75246, USA",32.7973206,-96.76780959999999,Not listed,"establishment, point_of_interest",ChIJa08qrP3AGU4RiacbAAU7FjQ,Pending Review
FNG Mushroom Company LLC,"2433 Co Rd 330, McKinney, TX 75071, USA",33.1985011,-96.5740653,http://fngmushrooms.com/,"establishment, food, point_of_interest",ChIJKdCgQ6QNTIYRXbtju2rP-_w,Pending Review
Mushroom Street Farms,"2929 Elm St, Dallas, TX 75226, USA",32.7853488,-96.7813104,https://mushroom.st/,"establishment, food, point_of_interest, store",ChIJybqgRw2ZToYRgbFjMpkX81Y,Pending Review
Texas Fungus,"3201 E Pioneer Pkwy #9, Arlington, TX 76010, USA",32.7129929,-97.050117,http://www.texasfungus.com/,"establishment, point_of_interest",ChIJkSAcMuF9ToYRN8tQ0GG3sYY,Pending Review
Mushroom Street Farms,"8001 Valcasi Dr Ste 101, Arlington, TX 76001, USA",32.6155556,-97.1580556,https://www.mushroom.st/,"establishment, food, health, point_of_interest, store",ChIJt75Sy5thToYRVN6Qe0QLfzY,Pending Review
Appreciation Mushrooms,"1060 W Campbell Rd, Richardson, TX 75080, USA",32.9788301,-96.7573871,Not listed,"establishment, point_of_interest",ChIJ13NPs_shTIYR1N6zCUbNBQ4,Pending Review
Thomas Mushroom & Specialty Produce,"1704 Orleans St, Dallas, TX 75226, USA",32.777879,-96.7791074,http://www.thomasmushrooms.com/,"establishment, food, point_of_interest",ChIJydYj7uGYToYR4eno2MA0SDU,Pending Review
"Texas Organic Mushrooms, Ltd","308 S Chandler Ave, Denison, TX 75020, USA",33.7532273,-96.54883559999999,Not listed,"establishment, point_of_interest",ChIJcev9WKaFTIYRuEAQ6wWUZrc,Pending Review
Midnight Mushroom Co.,"5001 FM1187 Ste 250, Burleson, TX 76028, USA",32.5806028,-97.2544954,https://www.midnightmushroomco.com/,"establishment, point_of_interest",ChIJqymgFqFrToYRMq-Bm60IJ2A,Pending Review
Dryad Grove,"231 Rambling Loop, Weatherford, TX 76087, USA",32.7911054,-97.709043,https://www.dryadgrove.farm/,"establishment, point_of_interest",ChIJcWvTaiMBToYRmeacaB89tNY,Pending Review
Muddy Creek Farms,"2500 McMillen Rd, Wylie, TX 75098, USA",33.0292582,-96.5830914,Not listed,"establishment, point_of_interest",ChIJwSAQ-C0bTIYR_i862ZPO534,Pending Review
Stonebranch Microfarm,"7114 Co Rd 971, Celina, TX 75009, USA",33.3156992,-96.6275543,Not listed,"establishment, point_of_interest",ChIJ4XvGigZtTIYRG9QgA6tkfnY,Pending Review
Pips Micro Farm,"103 Sleepy Hollow Dr, Fate, TX 75189, USA",32.9323141,-96.3601405,http://pipsmicrofarm.com/,"bakery, establishment, food, point_of_interest, store",ChIJM6Hg5tX_S4YR095mAEROSrU,Pending Review
Lucky Layla Farms,"3721 Jupiter Rd, Plano, TX 75074, USA",33.0469706,-96.6831929,http://luckylayla.com/index.php/contact,"establishment, point_of_interest",ChIJy6l2K0YZTIYRC6LEkYNVTuQ,Pending Review
Huddin Homestead Fun Farm,"1666 FM1141, Rockwall, TX 75087, USA",32.944298,-96.43715019999999,http://www.huddinfarm.com/,"establishment, point_of_interest",ChIJcUZRYOUBTIYRzAcgUZY-Z5c,Pending Review
Brinkmann Ranch,"10514 Main St, Frisco, TX 75034, USA",33.1559202,-96.78754049999999,http://brinkmannranch.com/,"establishment, point_of_interest",ChIJ0fPIdNI9TIYRMvJ8xgx8Eck,Pending Review
Cornerstone Farms,"3222 Co Rd 168, McKinney, TX 75071, USA",33.2761762,-96.66960390000001,http://cornerstonefarmstx.com/,"establishment, food, point_of_interest, store",ChIJVVUZh2drTIYRuMMVkrR6QGU,Pending Review
McClendon Farms,"327 McClendon Rd, Lavon, TX 75166, USA",33.0214882,-96.4269238,Not listed,"establishment, point_of_interest",ChIJG3d5aVAHTIYRCzHaUCz_f5s,Pending Review
Circle M Farms,"611 Clem Rd, Rockwall, TX 75087, USA",32.9491889,-96.42520599999999,Not listed,"establishment, point_of_interest",ChIJfaVYQGYATIYR7qb-au6gZ-E,Pending Review
Luscombe Farm Specialty Food Store,"8649 Luscombe Farm Dr, Anna, TX 75409, USA",33.321627,-96.571052,https://www.luscombefarm.com/,"establishment, point_of_interest",ChIJn63snXByTIYRkQnXJVSAzLk,Pending Review
Texas A&M AgriLife Extension - Collin County,"825 N McDonald St Ste 150, McKinney, TX 75069, USA",33.2054376,-96.6130245,http://collin.agrilife.org/,"establishment, local_government_office, point_of_interest",ChIJmeipu08STIYRB7O5es-V16o,Pending Review
N&P Farm and Dairy,"713 Co Rd 610, Farmersville, TX 75442, USA",33.1688536,-96.39141599999999,https://www.nandpdairy.com/,"establishment, point_of_interest",ChIJZbyA5BP2S4YRqaH8WUz6Sns,Pending Review
Richardson Farmers Market,"101 S Coit Rd, Richardson, TX 75080, USA",32.9501519,-96.7684951,http://www.fourseasonsmarkets.com/,"establishment, point_of_interest",ChIJS2XgW8ghTIYRyT7MT-Umg-k,Pending Review
US Consolidated Farm Services Agency,"1404 N McDonald St, McKinney, TX 75071, USA",33.2134862,-96.61274089999999,https://www.fsa.usda.gov/,"establishment, point_of_interest",ChIJeVqS1lASTIYRegrLJtm8bL0,Pending Review
Lennar at Tillage Farms,"6552 Middlebury Dr, Princeton, TX 75407, USA",33.0744228,-96.5038333,https://www.lennar.com/new-homes/texas/dallas-ft-worth/princeton/tillage-farms,"establishment, general_contractor, point_of_interest",ChIJS-VkmYMFTIYRR03xKtkMhPU,Pending Review
