name,address,lat,lon,Website,Google Categories,Place ID,Status,profile_url,osm_id,fclass,county,COUNTYFP,house_number,street,city,zipcode,full_address,Unnamed: 0,latitude,longitude,oid,geoid,state,farm_id,farm_name,street_address,zip_code,latitude_1,date_collected,website,geometry,index_right,MTFCC,OID,GEOID,STATE,COUNTY,COUNTYNS,BASENAME,NAME,LSADC,FUNCSTAT,COUNTYCC,AREALAND,AREAWATER,OBJECTID,CENTLAT,CENTLON,INTPTLAT,INTPTLON
Tulipalooza field,"400 S Grand Ave, Waxahachie, TX 75165, USA",32.3962797,-96.865032,https://tulipalooza.org/,"establishment, point_of_interest",ChIJB5fqV3jvToYRHaNh6miWF10,Pending Review,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Paper Bird Flower Farm,"5003 Co Rd 644, Farmersville, TX 75442, USA",33.083478,-96.322534,https://www.paperbirdflowerfarm.com/,"establishment, point_of_interest",ChIJe5dFuLn7S4YR-4sBylxs0uY,Pending Review,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Falcon Farms Inc,"1075 S Belt Line Rd Ste 100, Coppell, TX 75019, USA",32.9463078,-96.9940454,https://falconfarms.com/,"establishment, florist, point_of_interest, store",ChIJTRAsK8mgToYRY7KmGd83zhg,Pending Review,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
The Flower Ranch,"901 S Pearson Ln, Keller, TX 76248, USA",32.9277778,-97.2027778,http://www.theflowerranch.com/,"establishment, food, point_of_interest, store",ChIJI1CxgPLWTYYRB1LmK3WzWuk,Pending Review,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Dr Delphinium Designs & Events,"5806 W Lovers Ln, Dallas, TX 75225, USA",32.8509831,-96.812794,http://www.drdelphinium.com/,"establishment, florist, food, point_of_interest, store",ChIJ6Z5jzl-eToYRQR79RtlqrdY,Pending Review,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ruibal's Plants of Texas,"6630 Lemmon Ave, Dallas, TX 75209, USA",32.8389531,-96.8335355,https://ruibals.com/,"establishment, point_of_interest",ChIJC2J474KeToYRdn792Xt_Hos,Pending Review,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Dr Delphinium Flower & Orchid House,"513 W Campbell Rd, Richardson, TX 75080, USA",32.9757614,-96.736763,http://www.drdelphinium.com/,"establishment, florist, point_of_interest, store",ChIJ405CZEUfTIYRxItuv9Z-wjU,Pending Review,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
The Botanical Mix,"2000 N Stemmons Fwy, Dallas, TX 75207, USA",32.8032988,-96.8228894,http://www.thebotanicalmix.com/,"establishment, florist, point_of_interest, store",ChIJ6R__yrKeToYRiTzekVwZlXA,Pending Review,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Hemingway Hill,"11656 Co Rd 309, Terrell, TX 75161, USA",32.7208343,-96.2065597,https://hemingwayhill.com/?utm_source=googlemb&utm_medium=organic&utm_campaign=weblink&utm_content=home,"establishment, point_of_interest, store",ChIJaSyILUpFSYYRzsXCzh4GuDg,Pending Review,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Lavon Farms,"3721 Jupiter Rd, Plano, TX 75074, USA",33.0480987,-96.6829357,http://www.lavonfarms.com/,"establishment, point_of_interest",ChIJ0Yo8DJcZTIYR_aiFsfUFTCg,Pending Review,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Taylor Farms Drop Yard,"4720 W Ledbetter Dr, Dallas, TX 75236, USA",32.6903655,-96.9006758,Not listed,"establishment, point_of_interest",ChIJhXpYwhSQToYRhgwAjJRKAg8,Pending Review,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Lucky Layla Farms,"3721 Jupiter Rd, Plano, TX 75074, USA",33.0469706,-96.6831929,http://luckylayla.com/index.php/contact,"establishment, point_of_interest",ChIJy6l2K0YZTIYRC6LEkYNVTuQ,Pending Review,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
South Prairie Farm,"4405 Sharpsburg Dr, Grand Prairie, TX 75052, USA",32.6657085,-97.020526,http://www.southprairiefarm.com/,"establishment, point_of_interest",ChIJ1y4RAOKJToYRy0rMSIqhDpA,Pending Review,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Montserrado Farm and Ranch,"508 East Fork Rd, Sunnyvale, TX 75182, USA",32.8218913,-96.5476876,Not listed,"establishment, point_of_interest",ChIJi02oF_mpToYRp4T1pukiA0A,Pending Review,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Pastured Steps Family Farm,"1505 Indian Creek Dr, Midlothian, TX 76065, USA",32.4061705,-97.0099878,http://www.pasturedsteps.com/,"establishment, point_of_interest",ChIJdWdUgsT3ToYRqgOvnMRMhkc,Pending Review,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cedar Ridge Egg Farm,"12575 Farm Rd 269 S, Pickton, TX 75471, USA",32.99514,-95.3895337,http://www.cedarridgeeggs.com/,"establishment, food, point_of_interest",ChIJkU_gsGsfSoYRU6Tzru4tVEU,Pending Review,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
McGreen Acres,"2414 Westmoreland Rd, Red Oak, TX 75154, USA",32.5157792,-96.8712314,https://mcgreenacres.com/,"establishment, food, point_of_interest",ChIJLYk-dvWzToYRXKf2R0-Efpw,Pending Review,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Beannacht Acres LLC,"1651 Easy St, Seagoville, TX 75159, USA",32.621389,-96.536131,Not listed,"bakery, establishment, food, point_of_interest, store",ChIJP0rTWZG3ToYR0rTpOY22fWg,Pending Review,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Local eggs,"2201 Oak Hill Rd, Fort Worth, TX 76112, USA",32.7473721,-97.2254871,Not listed,"establishment, point_of_interest",ChIJP8nUQop7ToYR1wwXkjcfiYo,Pending Review,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
New Life Farm,"960 Nokomis Cir, Lancaster, TX 75146, USA",32.567701,-96.7432036,https://m.facebook.com/Newlifefarmtexas/,"establishment, point_of_interest",ChIJazmgxdu_ToYRuZ_TTDUNykM,Pending Review,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Hollyhill Farms,"8523 Thackery St #3305, Dallas, TX 75225, USA",32.8667485,-96.7934908,Not listed,"establishment, point_of_interest",ChIJ1_73XkueToYRIJNOi4puD6I,Pending Review,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
JMZ Farms,"2440 Co Rd 3840, Bridgeport, TX 76426, USA",33.096311,-97.9074834,http://jmzfarms.com/,"establishment, food, point_of_interest",ChIJKcdFb4_VTYYRFlb2bhFiaJQ,Pending Review,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Prairie Farmstead,"4617 Farmington Rd, Sherman, TX 75092, USA",33.5802431,-96.6355448,https://prairiefarmstead.eatfromfarms.com/,"establishment, point_of_interest",ChIJI2FCwkNjTIYRMZQTsR8EINQ,Pending Review,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cox Farms Market - Dallas,"778 Fort Worth Ave, Dallas, TX 75208, USA",32.7700008,-96.8352525,http://coxfarmsmarket.com/,"establishment, food, grocery_or_supermarket, point_of_interest, store",ChIJw_Yvc9ibToYRgqqbCf7gIl8,Pending Review,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sunnyvale Honey Producers,"235 Barnes Bridge Rd, Sunnyvale, TX 75182, USA",32.826936,-96.5843064,http://sunnyvalehoney.com/,"establishment, point_of_interest",ChIJe8vaZRumToYRo1I03WEP98g,Pending Review,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Honey Bee Rescue,"4535 Allencrest Ln, Dallas, TX 75244, USA",32.9112546,-96.8298506,https://www.thebeerescue.com/,"establishment, point_of_interest",ChIJU8FjmHshTIYRWp-ny76wfcY,Pending Review,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Lazy SO Bees,"4817 Tremont St, Dallas, TX 75246, USA",32.7973206,-96.7678096,Not listed,"establishment, point_of_interest",ChIJa08qrP3AGU4RiacbAAU7FjQ,Pending Review,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Little Giant Beekeepers & Bee Removal Specialists,"15150 Preston Rd #300, Dallas, TX 75248, USA",32.9549074,-96.8036131,https://littlegiantbeekeepers.com/?utm_source=gmb&utm_medium=organic&utm_campaign=Maps,"establishment, point_of_interest",ChIJXZVrgsAhTIYRaQX-oj6pf2w,Pending Review,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Heavenly Honey,"3801 Glade Rd, Colleyville, TX 76034, USA",32.8815838,-97.1084869,http://www.sfantamaria-dallas.org/,"establishment, point_of_interest",ChIJZ6tTVgB5ToYRpnJtCF9M0iY,Pending Review,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Hive Riot Honey Company,"8910 Indian Knoll Trail, Keller, TX 76248, USA",32.9142299,-97.2014085,http://www.hiveriothoney.com/,"establishment, point_of_interest",ChIJ923XOovXTYYRvSjmcxZ770E,Pending Review,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Monarch Meadows Local Honey,"2500 Edwards Church Rd, Mesquite, TX 75181, USA",32.7311736,-96.5470294,Not listed,"establishment, point_of_interest",ChIJi9YeSQCvToYRgpAqn8vaPUE,Pending Review,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Hidden Honey Farm,"7241 FM 1387, Waxahachie, TX 75167, USA",32.4884744,-96.9020426,Not listed,"establishment, point_of_interest",ChIJ3WIDiXTtToYRGUp4oQ0dfPA,Pending Review,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Texas Honey Farms,"105 Margaret St, Fate, TX 75189, USA",32.9305438,-96.3663001,https://texashoneyfarms.com/,"establishment, point_of_interest",ChIJNdOjoYz_S4YRvRIIB11IFGQ,Pending Review,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sabine Creek Honey Farm,"22326 Co Rd 638, Royse City, TX 75189, USA",33.0393323,-96.3168767,http://www.sabinecreekhoney.com/,"establishment, point_of_interest",ChIJFxFC2tv7S4YRtH3d5U6seLY,Pending Review,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Trinity Valley Beekeepers Association,"4849 W Lawther Dr, Dallas, TX 75214, USA",32.8541431,-96.7309776,https://www.tvbees.org/,"establishment, point_of_interest",ChIJwSYCN2qhToYRXS8EJUuAn9E,Pending Review,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Honey Apple Farm,"128 W Dallas St, Canton, TX 75103, USA",32.5567942,-95.8636857,https://honeyapplefarm.com/,"bar, establishment, point_of_interest, store",ChIJKWXNjeOnSYYRkOiBIMfE6SQ,Pending Review,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Little Giant Beekeepers & Bee Removal Specialists,"4851 Cedar Springs Rd #288, Dallas, TX 75219, USA",32.8197731,-96.8217455,https://littlegiantbeekeepers.com/?utm_source=gmb&utm_medium=organic&utm_campaign=Maps,"establishment, point_of_interest",ChIJxR7qpESfToYRXMgiH_w2WB8,Pending Review,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
North Texas Pecan,"902 S Harwood St, Dallas, TX 75201, USA",32.7776254,-96.7908073,Not listed,"establishment, food, point_of_interest, store",ChIJCysAClKZToYRHC6IVWCA4V4,Pending Review,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Hachie Honey,"207 Rock Springs Dr, Waxahachie, TX 75165, USA",32.4222989,-96.8108805,https://hachiehoney.com/,"establishment, point_of_interest",ChIJr_kFtGjpToYRl_Rxx2yk4hk,Pending Review,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RTX honeybees,"941 Sugarberry Dr, Coppell, TX 75019, USA",32.9686448,-96.9631312,https://rtxhoneybees.com/,"establishment, point_of_interest",ChIJS0mz5lEpTIYRXCnWjqrptIo,Pending Review,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mushroom Street Farms,"2929 Elm St, Dallas, TX 75226, USA",32.7853488,-96.7813104,https://mushroom.st/,"establishment, food, point_of_interest, store",ChIJybqgRw2ZToYRgbFjMpkX81Y,Pending Review,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Texas Fungus,"3201 E Pioneer Pkwy #9, Arlington, TX 76010, USA",32.7129929,-97.050117,http://www.texasfungus.com/,"establishment, point_of_interest",ChIJkSAcMuF9ToYRN8tQ0GG3sYY,Pending Review,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mushroom Street Farms,"8001 Valcasi Dr Ste 101, Arlington, TX 76001, USA",32.6155556,-97.1580556,https://www.mushroom.st/,"establishment, food, health, point_of_interest, store",ChIJt75Sy5thToYRVN6Qe0QLfzY,Pending Review,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Thomas Mushroom & Specialty Produce,"1704 Orleans St, Dallas, TX 75226, USA",32.777879,-96.7791074,http://www.thomasmushrooms.com/,"establishment, food, point_of_interest",ChIJydYj7uGYToYR4eno2MA0SDU,Pending Review,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mak Mushrooms Texas,"1704 Orleans St, Dallas, TX 75226, USA",32.7778807,-96.7791244,https://www.makmushrooms.com/,"establishment, food, point_of_interest",ChIJE6OYkZmZToYRgPAmD1TZyqs,Pending Review,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FNG Mushroom Company LLC,"2433 Co Rd 330, McKinney, TX 75071, USA",33.1985011,-96.5740653,http://fngmushrooms.com/,"establishment, food, point_of_interest",ChIJKdCgQ6QNTIYRXbtju2rP-_w,Pending Review,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Midnight Mushroom Co.,"5001 FM1187 Ste 250, Burleson, TX 76028, USA",32.5806028,-97.2544954,https://www.midnightmushroomco.com/,"establishment, point_of_interest",ChIJqymgFqFrToYRMq-Bm60IJ2A,Pending Review,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Appreciation Mushrooms,"1060 W Campbell Rd, Richardson, TX 75080, USA",32.9788301,-96.7573871,Not listed,"establishment, point_of_interest",ChIJ13NPs_shTIYR1N6zCUbNBQ4,Pending Review,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Campbell Farms,"632 Campbell Rd, Maypearl, TX 76064, USA",32.3474214,-97.0146085,Not listed,"establishment, point_of_interest",ChIJh_NYQVL3ToYRM3hL0-4QdNo,Pending Review,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Dallas South Mill Distribution,"1811 S Harwood St, Dallas, TX 75215, USA",32.7731718,-96.7851565,http://southmill.com/,"establishment, point_of_interest",ChIJv4VG6eSYToYRoNGEww-T5bo,Pending Review,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Dryad Grove,"231 Rambling Loop, Weatherford, TX 76087, USA",32.7911054,-97.709043,https://www.dryadgrove.farm/,"establishment, point_of_interest",ChIJcWvTaiMBToYRmeacaB89tNY,Pending Review,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kitchen Pride Mushroom Farms,"1034 Co Rd 348, Gonzales, TX 78629, USA",29.479882,-97.378278,http://www.kitchenpridemushrooms.com/,"establishment, point_of_interest",ChIJ56KMRJMWQ4YR862wPj68txY,Pending Review,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Morney Berry Farm,"9455 Lancaster Hutchins Rd, Dallas, TX 75241, USA",32.6357081,-96.729368,https://morneyberryfarm.org/,"establishment, point_of_interest",ChIJLWfaqwC9ToYRi2Q0Y8skpyM,Pending Review,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Emory Market Gardens, LLC.","4020 FM 515, Emory, TX 75440, USA",32.8744613,-95.6800433,https://www.emorymarketgardens.com/,"establishment, point_of_interest",ChIJUelJuRWBSYYRCweEff9tCJg,Pending Review,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Enchanted Mushrooms,"1101 Pine St, Llano, TX 78643, USA",30.7471208,-98.6648072,http://enchantedmushrooms.farm/?utm_source=gmb&utm_medium=referral,"establishment, point_of_interest",ChIJk9juKDVPWoYRNSN-3lJ3Qts,Pending Review,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"ANM'S FARM, LLC","4024 S State Hwy 78, Wylie, TX 75098, USA",33.0268839,-96.4860613,https://anmsfarm.com/,"establishment, food, point_of_interest, store",ChIJacihFpkGTIYRp3e9q-BuYGw,Pending Review,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Pips Micro Farm,"103 Sleepy Hollow Dr, Fate, TX 75189, USA",32.9323141,-96.3601405,http://pipsmicrofarm.com/,"bakery, establishment, food, point_of_interest, store",ChIJM6Hg5tX_S4YR095mAEROSrU,Pending Review,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Stonebranch Microfarm,"7114 Co Rd 971, Celina, TX 75009, USA",33.3156992,-96.6275543,Not listed,"establishment, point_of_interest",ChIJ4XvGigZtTIYRG9QgA6tkfnY,Pending Review,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
UT Microfarm,"215 W 51st St, Austin, TX 78751, USA",30.3146537,-97.7259401,https://utenvironment.org/projects/microfarm/,"establishment, point_of_interest",ChIJz0xU9JO1RIYRb8OHZ3_VHq8,Pending Review,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Micro Family Farms,"14982 County Rd 1261, Flint, TX 75762, USA",32.2331873,-95.4188054,http://www.microfamilyfarms.com/,"establishment, general_contractor, point_of_interest",ChIJm1ijKR5LSIYRQwqifVlhOSY,Pending Review,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Dubble H Micro Farm,"14732 Cleburne Hwy, Cresson, TX 76035, USA",32.5666953,-97.674841,Not listed,"establishment, point_of_interest",ChIJUR4RPvoZToYRYP4a_z-ttqY,Pending Review,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Pure Land Farm,"7505 Co Rd 201, McKinney, TX 75071, USA",33.2716644,-96.6461263,http://purelandorganic.com/,"establishment, point_of_interest",ChIJDQKcZrdsTIYRHHNioTODxSI,Pending Review,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mill City Teaching Farm,"4719 Collins Ave, Dallas, TX 75210, USA",32.777228,-96.742197,https://www.millcityteachingfarm.com/,"establishment, point_of_interest",ChIJ0dWKGnGiToYRy3bBZ01qZvQ,Pending Review,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Texas A&M AgriLife Research and Extension Center at Dallas,"17360 Coit Rd, Dallas, TX 75252, USA",32.9873147,-96.7668194,https://dallas.tamu.edu/,"establishment, point_of_interest",ChIJpUpeif8hTIYR_B67235iRu0,Pending Review,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HOPE Farm - South Dallas,"1825 South Blvd, Dallas, TX 75215, USA",32.7638566,-96.7771966,http://www.hopefarm.org/,"establishment, point_of_interest",ChIJdQj5CNCZToYRz_XcVk6YYdM,Pending Review,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Dallas County Master Gardeners,"6820 Lyndon B Johnson Fwy Ste 3200, Dallas, TX 75230, USA",32.9239341,-96.7874098,http://www.dallascountymastergardeners.org/,"establishment, general_contractor, point_of_interest, school",ChIJI2pn2fKdToYRMFpX6hPxlZM,Pending Review,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Quail Haven Urban Farm,,32.75,-97.21,,,,,localharvest.org/quail-haven-urban-farm-M80332,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
JJJM Grass Fed Beef,"Location: 1500 Cottonwood Dr Celina, TX 75009",33.2729721,-96.8063748,,,,,localharvest.org/jjjm-grass-fed-beef-M71256,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Penny's Pastured Poultry,"Location: 18647 County Road 2529 Eustace, TX 75124",32.2919866,-96.0932415,,,,,localharvest.org/pennys-pastured-poultry-M74044,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Foster Farm Grass Fed/ Grass Finished Beef,"Location: 6523 Matlock Rd. Granbury, TX 76049",32.4119264,-97.6581394,,,,,localharvest.org/foster-farm-grass-fed-grass-finished-beef-M71211,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Alford Family Farm,"Location: 199 Private Road 6181 Emory, TX 75440",32.8504318,-95.7463568,,,,,localharvest.org/alford-family-farm-M71284,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
P.O.P. Acres,"Location: 8040 FM 642 Purdon, TX 76679",31.9490462,-96.6166545,,,,,localharvest.org/p-o-p-acres-M18186,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Parish Custom Beef, LLC","Location: 3077 Pleasant Valley Road Mineral Wells, TX 76067",32.7481097,-98.2168845,,,,,localharvest.org/parish-custom-beef-llc-M75843,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bee Space Apiaries,,33.03,-96.59,,,,,localharvest.org/bee-space-apiaries-M84147,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ginger McMillan,"Location: 118 Stainback ct. RED OAK, TX 75154",32.5405375,-96.7206021,,,,,localharvest.org/ginger-mcmillan-M70686,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
KaJiN Farm,"Location: 3221 CR 2508 Caddo Mills, TX 75135",32.99619750000001,-96.2159245,,,,,localharvest.org/kajin-farm-M23761,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Meat Goats in DFW,,32.44,-97.19,,,,,localharvest.org/meat-goats-in-dfw-M83848,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cluckers Creek LLC,,32.31,-96.91,,,,,localharvest.org/cluckers-creek-llc-M85607,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Farmer Ranch,,32.46,-96.18,,,,,localharvest.org/farmer-ranch-M86095,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Dos Lobos Ranch LLC,,33.1,-97.52,,,,,localharvest.org/dos-lobos-ranch-llc-M85062,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Dalusa Organic Ranch,"Location: 2755 Rains Cty Rd 1490 Point, TX 75472",32.9315089,-95.8713542,,,,,localharvest.org/dalusa-organic-ranch-M46041,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Good Earth Organic Farm,"Location: 8571 FM 272 Celeste, TX 75423",33.2942917,-96.1952061,,,,,localharvest.org/good-earth-organic-farm-M404,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Happy Life Ranch- Texas Edition,,32.21,-96.25,,,,,localharvest.org/happy-life-ranch-texas-edition-M86462,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Big G Wagyu Beef,,32.02,-97.06,,,,,localharvest.org/big-g-wagyu-beef-M85999,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Star Ranch,,32.9,-97.79,,,,,localharvest.org/star-ranch-M84898,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Southspoon Farms,"Location: 775 CR 1441 Yantis, TX 75497",32.9303985,-95.5749558,,,,,localharvest.org/southspoon-farms-M76455,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Merry Meadows,,33.95,-96.62,,,,,localharvest.org/merry-meadows-M86011,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Four Winds Ranch,,33.78,-96.02,,,,,localharvest.org/four-winds-ranch-M81149,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Hawkins Organic,"Location: 379 CR 3425 Hawkins, TX 75765",32.5978933,-95.2328189,,,,,localharvest.org/hawkins-organic-M54719,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Caddo Springs Farm,,32.05,-95.51,,,,,localharvest.org/caddo-springs-farm-M83978,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Fisher Family Farm & Ranch,"Location: Main St Dallas, TX 75201",32.7823239,-96.7912838,,,,,localharvest.org/fisher-family-farm-ranch-M61417,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bonton Farm-Works,"Location: 6905 Valentine St. Dallas, TX 75215",32.74189,-96.7493687,,,,,localharvest.org/bonton-farm-works-M65774,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
The Log House Farm,"Location: 7814 Forney Rd Dallas, TX 75227",32.7776617,-96.6865706,,,,,localharvest.org/the-log-house-farm-M50371,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Texas Worm Ranch,"Location: 2636 National Circle Garland, TX 75041",32.8843697,-96.6731427,,,,,localharvest.org/texas-worm-ranch-M35086,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Urban Farm Co. by Dallas Urban Farms,"Location: 3939 South Polk Street #511 Dallas, TX 75224",32.6968694,-96.8405856,,,,,localharvest.org/urban-farm-co-by-dallas-urban-farms-M66941,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Blooms Because,,32.97,-96.88,,,,,localharvest.org/blooms-because-M83539,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
All Things Flowers,,32.66,-96.76,,,,,localharvest.org/all-things-flowers-M85138,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Candy Girl Chicks & Livestock,"Location: 1900 W Wintergreen Hutchins, TX 75141",32.6212822,-96.720664,,,,,localharvest.org/candy-girl-chicks-livestock-M71115,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
