name,address,lat,lon,Website,Google Categories,Place ID,Status,profile_url,osm_id,fclass,county,COUNTYFP,house_number,street,city,zipcode,full_address,Unnamed: 0,latitude,longitude,oid,geoid,state,farm_id,farm_name,street_address,zip_code,latitude_1,date_collected,website,index_right,MTFCC,OID,GEOID,STATE,COUNTY,COUNTYNS,BASENAME,NAME,LSADC,FUNCSTAT,COUNTYCC,AREALAND,AREAWATER,OBJECTID,CENTLAT,CENTLON,INTPTLAT,INTPTLON
The Log House Farm,"Location: 7814 Forney Rd Dallas, TX 75227",32.7776617,-96.6865706,,,,,localharvest.org/the-log-house-farm-M50371,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Texas Worm Ranch,"Location: 2636 National Circle Garland, TX 75041",32.8843697,-96.6731427,,,,,localharvest.org/texas-worm-ranch-M35086,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Urban Farm Co. by Dallas Urban Farms,"Location: 3939 South Polk Street #511 Dallas, TX 75224",32.6968694,-96.8405856,,,,,localharvest.org/urban-farm-co-by-dallas-urban-farms-M66941,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Blooms Because,,32.97,-96.88,,,,,localharvest.org/blooms-because-M83539,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
All Things Flowers,,32.66,-96.76,,,,,localharvest.org/all-things-flowers-M85138,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Candy Girl Chicks & Livestock,"Location: 1900 W Wintergreen Hutchins, TX 75141",32.6212822,-96.720664,,,,,localharvest.org/candy-girl-chicks-livestock-M71115,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Earth Healthy,"Location: N Westmoreland Rd 2010 Desoto, TX 75115",32.6283704,-96.8743237,,,,,localharvest.org/earth-healthy-M72493,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Speedy Sprout Farms,,32.68,-97.03,,,,,localharvest.org/speedy-sprout-farms-M80894,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Florence Ranch,,32.82394880956999,-96.61743682649104,,,,,,701979523.0,farmland,Dallas,113.0,1424.0,Barnes Bridge Road,Mesquite,75150.0,"1424 Barnes Bridge Rd, Mesquite, TX 75150, USA",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,32.95683497639892,-96.77685271388692,,,,,,702541181.0,allotments,Dallas,113.0,7667.0,Roundrock Road,Dallas,75248.0,"7667 Roundrock Rd, Dallas, TX 75248, USA",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Fisher Family Farm & Ranch,", Dallas , Texas 75220",32.8621631,-96.8726295,,,,,,,,113,,,,,,,0.0,32.8621631,-96.8726295,27590555914097.0,48113.0,48.0,,,,,,,,,,,,,,,,,,,,,,,,,,
For Oak Cliff Farmers Market,"907 East Ledbetter Drive, Dallas, TX, USA",32.6845583,-96.8117815,,,,,,,,113,,,,,,,6.0,32.6845583,-96.8117815,27590555914097.0,48113.0,48.0,,,,,,,,,,,,,,,,,,,,,,,,,,
Walnut Hollow Farms,,32.7779765,-96.7962148,,,,,,,,113,,,,,,,11.0,32.7779765,-96.7962148,27590555914097.0,48113.0,48.0,,,,,,,,,,,,,,,,,,,,,,,,,,
Honey's Acres Farm,"1350 Stoney Creek Dr, Cedar Hill, Texas 75104",32.561252,-96.937545,,,,,,,,113,,,,,,,5.0,32.561252,-96.937545,27590555914097.0,48113.0,48.0,,,,,,,,,,,,,,,,,,,,,,,,,,
Dallas County,,32.8943,-96.8856,,,,,,,,Dallas,,,,"Dallas, TX",,,,32.8943,-96.8856,,,,,Dragon City Farms,2435 Walnut Ridge Street,75229.0,,6/29/26,https://dragoncityfarms.com,1.0,G4020,27590555914097.0,48113.0,48.0,113.0,1383842.0,Dallas,Dallas County,6.0,A,H1,2261553244.0,91821724.0,1563.0,32.7664847,-96.7777649,32.7669866,-96.7784238
Dallas County,,32.8123,-96.6578,,,,,,,,Dallas,,,,"Dallas, TX",,,,32.8123,-96.6578,,,,,GROW North Texas,1451 John West Rd,75228.0,,6/29/26,http://www.grownorthtexas.org,1.0,G4020,27590555914097.0,48113.0,48.0,113.0,1383842.0,Dallas,Dallas County,6.0,A,H1,2261553244.0,91821724.0,1563.0,32.7664847,-96.7777649,32.7669866,-96.7784238
Dallas County,,32.7681,-96.7325,,,,,,,,Dallas,,,,"Dallas, TX",,,,32.7681,-96.7325,,,,,Restorative Farms,4500 Todd Street,75210.0,,6/29/26,https://www.restorativefarms.org,1.0,G4020,27590555914097.0,48113.0,48.0,113.0,1383842.0,Dallas,Dallas County,6.0,A,H1,2261553244.0,91821724.0,1563.0,32.7664847,-96.7777649,32.7669866,-96.7784238
Dallas County,,32.79003147,-96.69194687,,,,,,,,Dallas,,,,"Dallas, TX",,,,32.79003147,-96.69194687,,,,,Sustainable Stems,7017 Pickrell Dr,75227.0,,6/29/26,https://sustainablestemsdfw.com,1.0,G4020,27590555914097.0,48113.0,48.0,113.0,1383842.0,Dallas,Dallas County,6.0,A,H1,2261553244.0,91821724.0,1563.0,32.7664847,-96.7777649,32.7669866,-96.7784238
Dallas Half Acre Farm,"13608 Fernheath Ln, Dallas, TX 75253",32.6907239479352,-96.58058119175,,,,,,,,,,,,,,,,32.6907239479352,-96.58058119175,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Grozilla,3921 Martin Luther King Jr Blvd Dallas TX 75210,32.7765887537994,-96.758879743327,,,,,,,,,,,,,,,,32.7765887537994,-96.758879743327,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Liberty Street Garden, at The Meadows Foundation","510 Liberty St, Dallas, TX 75204",32.7890155651215,-96.7856383673854,,,,,,,,,,,,,,,,32.7890155651215,-96.7856383673854,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Owenwood Farm & Community Garden,"1451 John West Rd, Dallas, Texas, 75228",32.8080379212171,-96.6928199993651,,,,,,,,,,,,,,,,32.8080379212171,-96.6928199993651,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"WE over Me Farm, at Paul Quinn College","3837 Simpson Stuart Rd, Dallas, Texas, 75241",32.6805389449524,-96.7518348343656,,,,,,,,,,,,,,,,32.6805389449524,-96.7518348343656,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cultivated Chicks,"1832 Glenn Lane, Glenn Heights, TX 75154",32.5555583,-96.8515583,,,,,,,,,,,,,,,,32.5555583,-96.8515583,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
